# target,RA,Dec,band(s),freq [GHz],start,stop,I flux [mJy],I error [mJy],Q flux [mJy],Q error [mJy],U flux [mJy],U error [mJy],Pol.Frac,PF low lim,PF high lim,Pol.Ang [deg],PA low lim,PA high lim
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,100+143,128.861,2011-12-03,2011-12-03,853.1,26.7,61.4,48.6,-19.9,45.6,0.0520,0.0000,0.2189,-8.983,-98.709,80.837
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,143+217,170.898,2011-12-01,2011-12-02,677.9,24.5,61.2,51.3,56.9,52.2,0.0984,0.0000,0.3297,21.458,-68.465,111.325
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,217+353,241.533,2011-12-02,2011-12-02,506.6,37.3,71.9,80.5,89.7,80.8,0.1715,0.0000,0.6936,25.641,-64.111,115.177
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,353+545,428.155,2011-12-02,2011-12-02,377.4,70.7,175.7,222.6,134.0,228.7,0.2301,0.0000,1.0000,18.664,-71.330,108.577
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,545+857,722.216,2011-12-02,2011-12-02,338.3,70.2,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44,32.007,2012-05-12,2012-05-26,1715.1,45.4,19.3,69.3,-46.8,60.2,0.0000,0.0000,0.1268,-33.807,-123.789,56.177
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,44+70,58.144,2012-05-21,2012-05-24,1629.5,79.7,-60.1,119.7,-2.4,113.6,0.0000,0.0000,0.2311,-88.866,-178.812,1.011
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44,32.878,2012-12-04,2012-12-12,1630.7,64.0,27.7,89.3,148.0,92.0,0.0737,0.0000,0.2394,39.694,-50.097,129.279
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,44+70,56.240,2012-12-05,2012-12-07,1741.1,104.3,-253.9,152.9,276.6,144.4,0.2011,0.0328,0.4084,66.275,39.112,91.045
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44,32.691,2013-05-12,2013-05-26,1907.7,50.9,32.9,72.9,74.2,69.8,0.0155,0.0000,0.1362,33.035,-56.776,123.019
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,44+70,57.347,2013-05-21,2013-05-24,1722.0,77.0,-30.0,107.4,48.3,115.7,0.0000,0.0000,0.2092,60.911,-29.069,150.905
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44+70,37.004,2009-11-27,2009-11-30,1156.1,40.7,11.7,56.6,40.3,59.0,0.0000,0.0000,0.1610,36.901,-53.068,126.675
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,44+70+100,93.735,2009-11-30,2009-12-01,775.7,30.1,-102.5,50.1,60.5,41.4,0.1424,0.0348,0.2741,74.721,47.419,96.244
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,70+100+143,128.259,2009-12-05,2009-12-07,641.0,17.5,-28.9,32.4,33.0,29.2,0.0469,0.0000,0.1910,65.622,-24.070,155.199
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,100+143+217,157.034,2009-12-01,2009-12-03,546.8,14.1,-12.8,27.3,35.9,24.9,0.0479,0.0000,0.1868,54.826,-35.002,144.451
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,143+217+353,186.470,2009-12-03,2009-12-04,468.2,14.9,48.8,31.2,33.5,31.7,0.1071,0.0000,0.3117,17.234,-65.993,104.044
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,217+353+545,263.104,2009-12-04,2009-12-05,352.9,21.4,31.9,50.5,64.2,52.2,0.1474,0.0000,0.5963,31.778,-58.043,121.744
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,353+545+857,562.096,2009-12-04,2009-12-04,290.7,39.3,-150.0,128.8,-157.6,133.8,0.6115,0.0000,1.0000,-66.786,-155.989,23.175
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44+70,37.975,2010-05-10,2010-05-11,1108.1,56.2,-153.6,79.2,29.5,79.6,0.1225,0.0000,0.3508,84.566,48.162,127.643
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,44+70+100,93.983,2010-05-09,2010-05-10,1525.5,38.7,-108.5,62.6,-38.1,55.1,0.0650,0.0000,0.1840,-80.327,-117.416,-34.709
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,70+100+143,129.224,2010-05-05,2010-05-06,1453.3,22.0,-11.4,41.7,-88.1,36.9,0.0541,0.0116,0.1105,-48.701,-75.737,-18.925
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,100+143+217,160.033,2010-05-08,2010-05-09,1211.5,17.1,26.5,33.1,-52.2,29.7,0.0402,0.0000,0.1167,-31.532,-75.194,7.977
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,143+217+353,188.515,2010-05-07,2010-05-07,1077.3,17.6,65.1,37.5,-61.8,34.9,0.0756,0.0218,0.1441,-21.758,-47.185,2.222
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,217+353+545,257.082,2010-05-06,2010-05-07,787.2,26.1,105.4,60.7,16.2,62.7,0.1087,0.0000,0.3408,4.360,-85.261,93.971
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,353+545+857,556.613,2010-05-06,2010-05-07,430.4,42.2,59.7,145.2,-106.3,133.9,0.0000,0.0000,1.0000,-30.345,-120.234,59.558
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44+70,37.974,2010-11-28,2010-12-01,1252.7,43.2,8.5,66.6,47.6,56.7,0.0000,0.0000,0.1588,39.933,-50.032,129.892
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,44+70+100,93.453,2010-11-30,2010-12-01,999.6,31.4,42.0,49.5,27.5,44.5,0.0172,0.0000,0.1684,16.588,-73.353,106.546
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,70+100+143,130.081,2010-12-05,2010-12-07,891.6,17.8,26.0,34.9,-7.9,28.5,0.0000,0.0000,0.1298,-8.458,-98.441,81.502
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,100+143+217,153.730,2010-12-02,2010-12-03,772.1,14.6,30.4,28.3,-24.8,23.8,0.0402,0.0000,0.1451,-19.622,-109.535,70.374
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,143+217+353,180.060,2010-12-03,2010-12-04,663.4,15.1,10.8,34.0,-25.4,26.3,0.0000,0.0000,0.1677,-33.434,-123.288,56.530
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,217+353+545,269.891,2010-12-04,2010-12-05,450.2,22.9,47.4,46.6,-8.9,43.2,0.0493,0.0000,0.3731,-5.287,-95.133,84.681
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,353+545+857,593.685,2010-12-04,2010-12-05,269.0,38.5,-14.5,121.1,-13.8,144.8,0.0000,0.0000,1.0000,-68.244,-158.241,21.718
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44+70,39.248,2011-05-10,2011-05-11,1537.9,56.3,151.0,81.5,-34.3,78.0,0.0877,0.0000,0.2455,-6.397,-95.972,81.293
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,44+70+100,94.201,2011-05-09,2011-05-10,1267.5,34.0,12.4,53.8,-45.5,51.1,0.0000,0.0000,0.1494,-37.376,-127.225,52.564
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,70+100+143,127.881,2011-05-05,2011-05-06,1101.8,20.3,11.2,36.4,-71.9,35.2,0.0575,0.0000,0.1556,-40.584,-78.662,-7.317
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,100+143+217,151.458,2011-05-08,2011-05-09,978.8,17.1,14.8,31.1,-45.1,30.4,0.0376,0.0000,0.1351,-35.949,-125.704,54.025
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,143+217+353,184.473,2011-05-07,2011-05-07,862.6,18.4,30.7,37.1,-57.0,37.6,0.0617,0.0000,0.1942,-30.851,-120.673,58.720
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,217+353+545,275.108,2011-05-06,2011-05-07,660.7,28.4,76.2,60.2,5.8,63.4,0.0630,0.0000,0.3599,2.187,-87.777,91.980
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,353+545+857,581.282,2011-05-06,2011-05-07,492.1,43.4,127.0,165.5,-272.1,159.8,0.5098,0.0000,1.0000,-32.486,-75.459,7.196
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44+70,37.343,2011-11-29,2011-11-30,1491.0,62.8,2.4,85.6,-55.6,91.6,0.0000,0.0000,0.1919,-43.741,-133.716,46.053
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,44+70+100,94.442,2011-11-30,2011-12-01,1017.2,44.0,34.7,69.0,-70.2,61.9,0.0377,0.0000,0.2351,-31.858,-121.852,58.115
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,70+100+143,127.464,2011-12-03,2011-12-03,861.4,26.3,34.4,47.4,-26.9,44.8,0.0000,0.0000,0.1806,-18.994,-108.988,70.955
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,100+143+217,154.319,2011-12-01,2011-12-02,728.3,21.0,55.6,38.9,-5.5,36.7,0.0574,0.0000,0.2148,-2.830,-92.557,86.990
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,143+217+353,184.851,2011-12-02,2011-12-02,640.9,22.9,59.2,48.0,57.4,48.9,0.1059,0.0000,0.3358,22.052,-67.786,111.920
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,217+353+545,273.083,2011-12-02,2011-12-02,488.5,35.0,71.4,77.6,86.5,77.9,0.1752,0.0000,0.6952,25.240,-64.512,114.775
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,353+545+857,573.871,2011-12-02,2011-12-02,360.2,56.7,149.2,194.0,103.0,199.2,0.0866,0.0000,1.0000,17.317,-72.678,107.230
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44+70,37.556,2012-05-21,2012-05-24,1690.7,41.6,22.1,63.9,-42.7,55.1,0.0000,0.0000,0.1196,-31.333,-121.314,58.651
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44+70,38.617,2012-12-05,2012-12-07,1660.6,59.1,-19.4,82.4,133.4,85.1,0.0647,0.0000,0.2186,49.144,-40.647,138.729
PCCS2 143 G251.61+21.41 a.k.a. ICRF J092751.8-203451 -- Seyfert 1 Galaxy,141.9456,-20.5683,30+44+70,38.979,2013-05-21,2013-05-24,1830.4,45.4,5.1,65.3,26.9,62.0,0.0000,0.0000,0.1002,39.629,-50.330,129.613
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2009-08-24,2009-09-07,619.6,108.7,90.3,174.5,195.5,163.6,0.2597,0.0000,1.0000,32.603,-57.368,122.531
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2009-08-26,2009-08-29,839.0,114.8,100.8,161.5,335.8,157.7,0.3725,0.0344,0.9086,36.648,5.706,71.179
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100,100.000,2009-08-28,2009-08-30,605.2,34.1,1.3,48.8,-77.0,55.4,0.0986,0.0000,0.3767,-44.512,-134.509,45.434
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143,143.000,2009-09-03,2009-09-05,494.9,19.2,25.0,41.3,14.0,37.4,0.0000,0.0000,0.2613,14.603,-75.390,104.577
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217,217.000,2009-08-30,2009-09-01,414.8,29.0,-21.8,60.1,56.5,61.5,0.0090,0.0000,0.5280,55.559,-34.395,145.482
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353,353.000,2009-09-01,2009-09-01,396.0,62.3,234.6,152.1,245.2,152.2,0.7557,0.2607,1.0000,23.130,-0.748,47.067
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,545,545.000,2009-09-02,2009-09-02,319.7,65.3,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,857,857.000,2009-09-02,2009-09-02,201.7,44.7,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2010-02-24,2010-03-13,587.1,94.9,377.0,119.0,-310.2,161.5,0.7982,0.4013,1.0000,-19.724,-32.242,-3.058
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2010-03-07,2010-03-10,919.5,100.4,-58.6,140.6,185.9,139.6,0.1457,0.0000,0.6372,53.747,-36.093,143.623
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100,100.000,2010-03-06,2010-03-07,723.7,29.9,-26.8,48.3,59.6,42.7,0.0646,0.0000,0.2620,57.088,-32.406,146.884
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143,143.000,2010-02-28,2010-03-02,594.4,21.4,106.9,46.5,63.2,46.8,0.1936,0.0592,0.3579,15.295,-7.750,37.674
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217,217.000,2010-03-04,2010-03-05,590.1,28.9,100.6,65.9,137.1,67.3,0.2645,0.0732,0.5063,26.870,2.265,50.571
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353,353.000,2010-03-03,2010-03-03,510.0,57.8,-287.1,162.6,239.2,174.0,0.6540,0.1535,1.0000,70.101,44.966,97.853
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,545,545.000,2010-03-02,2010-03-03,550.4,73.5,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,857,857.000,2010-03-02,2010-03-03,561.4,71.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2010-08-24,2010-09-07,214.4,105.8,199.4,171.2,116.8,150.3,0.8974,0.0000,1.0000,15.176,-74.711,105.173
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2010-08-26,2010-08-29,545.7,109.5,62.4,143.8,132.5,168.3,0.0000,0.0000,1.0000,32.399,-57.510,122.361
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100,100.000,2010-08-28,2010-08-30,548.2,34.8,35.8,50.5,93.9,54.9,0.1568,0.0000,0.4676,34.564,-54.880,111.607
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143,143.000,2010-09-03,2010-09-05,488.2,20.2,-102.1,37.6,1.5,41.0,0.1916,0.0641,0.3585,89.576,64.049,110.826
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217,217.000,2010-08-30,2010-08-31,437.2,27.5,-125.0,64.2,6.6,65.4,0.2442,0.0000,0.7055,88.490,48.802,128.140
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353,353.000,2010-09-01,2010-09-01,278.5,61.3,297.2,152.6,-29.1,145.1,0.9428,0.1497,1.0000,-2.795,-27.539,30.262
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,545,545.000,2010-09-02,2010-09-02,391.7,74.4,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,857,857.000,2010-09-02,2010-09-02,258.2,69.8,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2011-02-24,2011-03-13,509.3,98.4,-112.2,119.7,-159.3,220.0,0.1148,0.0000,1.0000,-62.587,-152.350,27.312
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2011-03-07,2011-03-10,515.0,99.3,-128.6,139.2,163.3,141.4,0.3025,0.0000,1.0000,64.109,-25.819,154.096
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100,100.000,2011-03-05,2011-03-07,479.0,25.3,-77.1,39.2,-24.7,36.8,0.1498,0.0122,0.3334,-81.122,-112.700,-46.019
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143,143.000,2011-02-28,2011-03-02,335.0,20.0,-37.4,42.3,-55.3,45.0,0.1547,0.0000,0.5551,-62.034,-151.904,27.779
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217,217.000,2011-03-04,2011-03-05,306.3,27.6,-81.0,59.1,-99.7,60.7,0.3700,0.0442,0.8206,-64.531,-97.763,-33.107
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353,353.000,2011-03-03,2011-03-03,266.2,62.5,-86.7,126.7,85.3,140.8,0.0000,0.0000,1.0000,67.742,-22.111,157.446
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,545,545.000,2011-03-02,2011-03-03,268.1,68.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,857,857.000,2011-03-02,2011-03-03,235.1,62.5,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2011-08-13,2011-08-18,940.2,134.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2011-08-18,2011-08-24,1143.2,78.7,-81.2,103.7,-47.2,120.9,0.0000,0.0000,0.3304,-74.918,-164.909,15.040
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100,100.000,2011-08-23,2011-08-27,1032.7,21.7,-58.2,31.3,-58.8,34.8,0.0727,0.0225,0.1390,-67.331,-93.603,-44.346
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143,143.000,2011-09-10,2011-09-14,929.8,11.7,-50.7,18.5,-35.1,18.3,0.0634,0.0273,0.1042,-72.642,-89.843,-55.371
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217,217.000,2011-08-28,2011-09-01,819.5,15.9,-42.4,31.9,-63.3,35.4,0.0841,0.0113,0.1744,-61.915,-93.426,-34.114
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,353,353.000,2011-09-02,2011-09-04,717.1,33.2,99.0,88.6,81.5,97.9,0.1205,0.0000,0.5176,19.743,-69.725,109.676
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2011-09-24,2011-10-12,920.0,71.3,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143,143.000,2011-09-15,2011-09-20,966.2,16.1,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30,30.000,2012-02-24,2012-02-26,1365.1,66.4,100.9,91.2,-103.1,104.9,0.0858,0.0000,0.3176,-22.806,-112.698,67.157
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2012-02-14,2012-02-26,952.1,152.4,287.2,182.8,312.4,278.7,0.3840,0.0000,1.0000,23.703,-64.813,112.566
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2012-02-22,2012-02-25,703.3,122.7,-235.9,174.8,87.7,167.1,0.2631,0.0000,1.0000,79.805,-10.006,169.754
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2012-08-13,2012-08-17,846.1,135.1,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2012-08-17,2012-09-09,1074.5,60.5,-7.4,83.6,-122.7,87.3,0.0841,0.0000,0.3296,-46.732,-136.631,43.167
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2013-02-17,2013-02-28,725.8,69.3,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2013-02-12,2013-02-16,1079.7,94.5,-35.4,127.7,151.3,137.6,0.0816,0.0000,0.4896,51.576,-38.423,141.250
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44,44.000,2013-08-13,2013-08-17,959.2,128.9,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2013-08-17,2013-08-24,1095.4,76.6,112.0,112.6,-254.4,103.3,0.2321,0.0704,0.4540,-33.117,-57.601,-9.593
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70,70.000,2013-09-16,2013-09-17,1430.7,352.6,140.9,481.6,-101.5,515.2,0.0000,0.0000,1.0000,-17.887,-107.842,72.090
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,30+44,32.660,2009-08-24,2009-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2597,0.0000,1.0000,32.603,-57.368,122.531
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,44+70,56.627,2009-08-26,2009-08-29,734.1,77.7,108.2,113.1,272.5,109.7,0.3728,0.0856,0.7596,34.175,12.777,61.130
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,70+100,97.412,2009-08-28,2009-08-30,626.8,32.1,7.0,45.9,-16.5,50.9,0.0000,0.0000,0.2314,-33.489,-123.485,56.487
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,100+143,132.830,2009-09-03,2009-09-05,519.3,16.5,12.8,30.1,-17.7,30.2,0.0000,0.0000,0.1929,-27.109,-117.101,62.865
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,143+217,165.246,2009-08-30,2009-09-01,469.2,15.9,10.8,33.8,26.1,31.6,0.0000,0.0000,0.2286,33.744,-56.211,123.667
PCCS2 143 G251.72-35.35 a.k.a. PKS J0515-4556  -- Quasar,78.9418,-45.9391,217+353,241.731,2009-09-01,2009-09-01,401.8,25.9,8.9,54.8,80.1,56.0,0.1472,0.0000,0.5692,41.819,-48.151,131.288
